Tiêu đề,Giá,Diện tích,Giá/m2,Số phòng ngủ,Số phòng tắm,Địa chỉ,Ngày đăng
"BÁN NHÀ MẶT TIỀN BÌNH TÂN. Chủ GIẢM SÂU 1,7ty giá còn 10,2 ty. Ngang 5 dài 14m.",10 tỷ,66 m²,"151,52 tr/m²",N/A,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà SHR mặt tiền đường 362 Hiệp Thành 13 P. Hiệp Thành Q12 - DT 110,6m2 - giá chỉ 6 tỷ 250tr TL","6,25 tỷ",110.6 m²,"56,51 tr/m²",2,2,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"KDC Nha hàng Bến Xưa, TL8, 5x11, 4 tầng, Tây Nam, sát Gò Vấp, 7.3tỷ","7,3 tỷ",55 m²,"132,73 tr/m²",5,5,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"Bán nhanh nhà nguyễn văn dung, gò vấp/ 58,6m2/ giá chỉ 5 tỷ 870tr/ shr chính chủ/ hẻm ô tô","5,87 tỷ",58.6 m²,"100,17 tr/m²",3,3,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
"Mạt tiền Lê Hồng Phong, P1, Q10 - Gần vòng xoay Lỹ Thái Tổ - 5 Tầng - HĐT 70tr - Giá chỉ 34 tỷ",34 tỷ,98 m²,"346,94 tr/m²",N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà mặt tiền Đồng Xoài, DT 4x4.5m (CN 18m²), 3 Tầng, P.13, Tân Bình. Giá chỉ 5.25 tỷ TL","5,25 tỷ",18 m²,"291,67 tr/m²",3,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà 5 mặt tiền tạ quang bửu, sát tttm central, dtxd 320m2, gần khu ăn nhậu đêm quận 8",17 tỷ,64 m²,"265,63 tr/m²",N/A,5,"Q. 8, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà mt nguyễn văn huyên 4x16 trệt 3 lầu, 7.8 tỷ","7,8 tỷ",64 m²,"121,88 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
Mặt tiền kd dòng tiền 120tr/th - 178m2- nhỉnh 27 tỷ,"27,7 tỷ",178 m²,"155,62 tr/m²",N/A,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà mặt tiền kinh doanh vị trí siêu đẹp đường chu văn an ,trung tâm bình thạnh","17,5 tỷ",100 m²,175 tr/m²,N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Đất đẹp Phú Thuận,Q7,sổ hồng riêng, khu dân cư ổn định, dễ ở KD. 100M2-3TỶ5 ĐƯỜNG 8M GỌI EM NGAY","3,5 tỷ",100 m²,35 tr/m²,N/A,N/A,"Q. 7, Tp. Hồ Chí Minh",12/10/2025
"Bán Nhà Hẽm 10m Đường Điện Biên Phủ Quận Bình Thạnh VỊ Trí Đẹp 6,2x20m Nhà Cấp 4 Tiện Xây Mới",26 tỷ,119 m²,"218,49 tr/m²",N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Nắm 5 Lô Tốt Nhất - KDC Văn Minh, An Phú - view sông, công viên - 120 - 350m2 giá rẻ chỉ từ 22 tỷ",41 tỷ,340 m²,"120,59 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
Gia đình bán gấp lô đất 115m2 giá 1tỷ2 đường Trần Văn Chẩm xã Phước Vĩnh An Củ Chi sổ hồng riêng,"1,2 tỷ",115 m²,"10,43 tr/m²",N/A,N/A,"H. Củ Chi, Tp. Hồ Chí Minh",12/10/2025
"Chính chủ gửi bán lô đất 350m2, chỉ 65tr/m2, Đường 811, P. Phú Hữu, Tp.Thủ Đức.","22,75 tỷ",350 m²,65 tr/m²,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán đất 1/ Nguyễn Văn Quá hẻm xe hơi 5m. DT 10m x 30m , vị trí gần Trường Chinh giá 13 tỷ TL",13 tỷ,300 m²,"43,33 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"Sót lô đất lọt khe, hẻm xe tải, 85m2 ( 4x21 gần văn cao, lê văn quới, bình long, dull thổ cư","5,79 tỷ",85 m²,"68,12 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
"Bán đất mặt tiền khu Lửa- diện tích to hiếm 7 x 20: 140m2 vuông vức- đường 14M - GIÁ 15,x tỷ (1114)","15,5 tỷ",140 m²,"110,71 tr/m²",N/A,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
"Bán lô đất 2 xào mặt tiền trục chính Duyên Hải, cạnh dự án Vin Cần Giờ giá cực rẻ",50 tỷ,2.000 m²,25 tr/m²,N/A,N/A,"H. Cần Giờ, Tp. Hồ Chí Minh",12/10/2025
"Bán đất mặt tiền khu Lửa- diện tích to hiếm 7 x 20: 140m2 vuông vức- đường 14M - GIÁ 15,x tỷ (1114)","15,5 tỷ",140 m²,"110,71 tr/m²",N/A,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
"Bán lô đất 2 xào mặt tiền trục chính Duyên Hải, cạnh dự án Vin Cần Giờ giá cực rẻ",50 tỷ,2.000 m²,25 tr/m²,N/A,N/A,"H. Cần Giờ, Tp. Hồ Chí Minh",12/10/2025
"Cần bán 3 lô đất mặt biển giáp Vinhomes, vuông vức, sẵn thổ, sẵn sổ, giá rẻ nhất khu vực",Thương lượng,1.400 m²,N/A,N/A,N/A,"H. Cần Giờ, Tp. Hồ Chí Minh",12/10/2025
Hẻm oto Nguyễn Văn Đậu - 80m2 (5x16m) - 4 tầng - 10PN - dòng tiền 600tr/năm - chỉ 8.5tỷ TL,"8,5 tỷ",80 m²,"106,25 tr/m²",10,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà mặt tiền Nguyễn Hồng Đào, dt 4 x 16m, trệt 3 lầu st, sầm uất, vỉa hè 4m","13,8 tỷ",68 m²,"202,94 tr/m²",N/A,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
Mặt tiền kd-cư xá phú lâm a-nhà 4 tầng 155m2(4x40)-giá 16.8 tỷ,"16,8 tỷ",155 m²,"108,39 tr/m²",3,4,"Q. 6, Tp. Hồ Chí Minh",12/10/2025
Bán nhà MT TRƯƠNG ĐÌNH HỘI Phường 16 Q8,"9,2 tỷ",62 m²,"148,39 tr/m²",N/A,N/A,"Q. 8, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà mt 75m2, gần đầm sen, tân phú, giá chỉ 9,8 tỷ","9,8 tỷ",75 m²,"130,67 tr/m²",3,2,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
"Chính chủ cần tiền - bán gấp! mặt tiền chợ xóm chiếu, q4 - căn góc siêu hiếm - 109m - giá 9.85 tỷ","9,85 tỷ",109 m²,"90,37 tr/m²",2,1,"Q. 4, Tp. Hồ Chí Minh",12/10/2025
"Siêu rẻ! Chính chủ gửi bán 2pn2wc -76m,đã có sổ hồng, full nội thất đẹp. Giá chỉ : 3.3 tỷ.","3,3 tỷ",76 m²,"43,42 tr/m²",2,2,"Q. 7, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà mặt tiền Phạm Ngũ Lão, Phường 4, Gò Vấp, dt 4,5x22m cn 94m Giá 14,5 tỷ tl","14,5 tỷ",94 m²,"154,26 tr/m²",N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
"Bán Nhà MTKD Ngay ĐH Ngân Hàng. Dt:96m2. Giá 10,5 Tỷ","10,5 tỷ",96 m²,"109,38 tr/m²",2,1,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Căn hộ dịch vụ cho thuê cách mặt tiền đúng 1 căn. Diện tích: 110m2 (3,28*28m). Nở hậu 5,8m","9,9 tỷ",110 m²,90 tr/m²,N/A,N/A,"Q. 4, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà mt lê lâm 7.95x19 cấp 4, 17.8 tỷ","17,8 tỷ",151.05 m²,"117,84 tr/m²",2,2,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
Rẻ Hơn TT 15% - Góc 2 Mặt Tiền Đường Núi Thành 9x25 - XD 10 Tầng,35 tỷ,239 m²,"146,44 tr/m²",2,2,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
Mặt tiền lô góc đẹp - ngay hương lộ 2 - sát quận 6 - kinh doanh đắc địa chỉ hơn 4 tỷ,"4,05 tỷ",32 m²,"126,56 tr/m²",N/A,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
"Bán kho xưởng 1/ Nguyễn Văn Quá , 612m2, Quận 12, pháp lý đầy đủ, 37 tỷ",37 tỷ,612 m²,"60,46 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
Bán lô đất góc 2 mặt tiền hẻm . Giá :4.5 tỷ Huỳnh tấn phát Q7. Xe ba gác tận nới . Lh:0855548097,"4,5 tỷ",50 m²,90 tr/m²,N/A,N/A,"Q. 7, Tp. Hồ Chí Minh",12/10/2025
"Deal ngon!Villa ngay Song Hành- Nguyễn Quý Cảnh hầm 3 tầng, an cư đẳng cấp-KD đỉnh cao",56 tỷ,170 m²,"329,41 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Chỉ 7.6 tỷ, ô tô quay đầu, nhà 5 tầng 70m2 4.5x15,đường nguyễn ảnh thủ",7 tỷ,70 m²,100 tr/m²,5,N/A,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà hẻm 1/ Bùi Văn Thêm, P9, Quận Phú Nhuận 44m, sổ hồng riêng, có HĐ thuê 12 triệu/tháng.","2,6 tỷ",44 m²,"59,09 tr/m²",4,4,"Q. Phú Nhuận, Tp. Hồ Chí Minh",12/10/2025
"Bán gấp nhà hẻm 6m khu Bàu Cát thông ra Đồng Đen, 4x15m, trệt lầu 4PN, Giá 6.8 tỷ","6,8 tỷ",60 m²,"113,33 tr/m²",4,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà tại Lê Văn Việt P.Long Thạnh Mỹ Thủ Đức, giá 2tỷ390tr, DT: 66m2. Sổ sẵn hoàn công đủ.","2,39 tỷ",66 m²,"36,21 tr/m²",4,5,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà đẹp hiện đại giáp quận 1- nơ trang long-5x15m, 4 tầng- chỉ 8.8 tỷ","8,8 tỷ",65 m²,"135,38 tr/m²",4,4,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
Nhà đẹp phước long b - đầu 7 tỷ,7 tỷ,75 m²,"93,33 tr/m²",4,4,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
Bán nhà đẹp Lê Văn Quới khu phân lô đồng bộ 4* 13 m trệt 2 lầu giá 5 ty950,"5,95 tỷ",54 m²,"110,19 tr/m²",4,3,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
Phan đăng lưu - phú nhuận nhà 5 tầng đẹp hẻm xe hơi quay đầu 45m2 - chỉ nhỉnh 8 tỷ,"8,8 tỷ",45 m²,"195,56 tr/m²",5,5,"Q. Phú Nhuận, Tp. Hồ Chí Minh",12/10/2025
"Bình Tân - Nhà mới 3 tầng 4x14 full nội thất - hxt ngay HL2 - 5,8t TL","5,8 tỷ",56 m²,"103,57 tr/m²",4,4,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
Đuờng 10m kinh doanh khu chợ bàn cờ q3,"9,5 tỷ",30 m²,"316,67 tr/m²",4,3,"Q. 3, Tp. Hồ Chí Minh",12/10/2025
"Nhà gần chợ Hiệp Bình, 4 Tầng HXH 7m có lề gần mặt tiền đường KDC đồng bộ giá 7,9 tỷ","7,9 tỷ",51 m²,"154,9 tr/m²",4,5,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán gấp nhà hẻm 6m khu Bàu Cát thông ra Đồng Đen, 4x15m, trệt lầu 4PN, Giá 6.8 tỷ","6,8 tỷ",60 m²,"113,33 tr/m²",4,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà tại Lê Văn Việt P.Long Thạnh Mỹ Thủ Đức, giá 2tỷ390tr, DT: 66m2. Sổ sẵn hoàn công đủ.","2,39 tỷ",66 m²,"36,21 tr/m²",4,5,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà đẹp hiện đại giáp quận 1- nơ trang long-5x15m, 4 tầng- chỉ 8.8 tỷ","8,8 tỷ",65 m²,"135,38 tr/m²",4,4,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
Nhà đẹp phước long b - đầu 7 tỷ,7 tỷ,75 m²,"93,33 tr/m²",4,4,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
Bán nhà đẹp Lê Văn Quới khu phân lô đồng bộ 4* 13 m trệt 2 lầu giá 5 ty950,"5,95 tỷ",54 m²,"110,19 tr/m²",4,3,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
Phan đăng lưu - phú nhuận nhà 5 tầng đẹp hẻm xe hơi quay đầu 45m2 - chỉ nhỉnh 8 tỷ,"8,8 tỷ",45 m²,"195,56 tr/m²",5,5,"Q. Phú Nhuận, Tp. Hồ Chí Minh",12/10/2025
"Bình Tân - Nhà mới 3 tầng 4x14 full nội thất - hxt ngay HL2 - 5,8t TL","5,8 tỷ",56 m²,"103,57 tr/m²",4,4,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
Đuờng 10m kinh doanh khu chợ bàn cờ q3,"9,5 tỷ",30 m²,"316,67 tr/m²",4,3,"Q. 3, Tp. Hồ Chí Minh",12/10/2025
"Nhà gần chợ Hiệp Bình, 4 Tầng HXH 7m có lề gần mặt tiền đường KDC đồng bộ giá 7,9 tỷ","7,9 tỷ",51 m²,"154,9 tr/m²",4,5,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà hxh, 8m ngang bề thế, sát ngã tư 4 xã, giáp tân phú - giá chỉ 9,6tỷ","9,6 tỷ",96 m²,100 tr/m²,N/A,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
Nhà chính chủ - xây mới - cách aeon bình tân 5p - shr - giá 1 tỷ 8,"1,87 tỷ",30 m²,"62,33 tr/m²",2,2,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
"Nhà 4 tầng mặt t.iền hẻm ô tô huỳnh tấn phát, phường phú thuận, quận 7 70m2 - chỉ 6.5 t0i","6,5 tỷ",70 m²,"92,86 tr/m²",5,4,"Q. 7, Tp. Hồ Chí Minh",12/10/2025
Hẻm xe hơi 5m thông 53m 2 tầng tân kỳ tân quý tân phú giá 4.9 tỷ,"4,9 tỷ",53 m²,"92,45 tr/m²",2,2,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
Bán nhà bình thạnh phường thạnh mỹ tây 48m - cạnh quận 1 - vinhome bason - landmark 0858284673,"6,66 tỷ",50 m²,"133,2 tr/m²",N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
Tân Phú - MTKD Lô Góc ~40m2 - 4.8Tỉ TL,"4,8 tỷ",37 m²,"129,73 tr/m²",N/A,3,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà mt tân sơn nhì 9.4m x 22m 1 căn cấp 4 + căn 2 lầu,49.5 tỷ","49,5 tỷ",206.8 m²,"239,36 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
"Bán đất mặt tiền đường số 3, KDC Nam Hùng Vương, An Lạc, Bình Tân - vị trí kinh doanh cực đẹp","8,5 tỷ",80 m²,"106,25 tr/m²",N/A,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
"737tr vẫn có 1 căn đẹp, nhà đúc, đường thông 2 hướng, nhà sử dụng 30m2, giấy kê khai đẹp",737 triệu,17 m²,"43,35 tr/m²",1,1,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
B.á.n nhà - quận 8 - 5tầng - dạ nam- phạm thế hiển - 74m2-4.7x14m-nhỉnh 9.tỉ -shr,"9,9 tỷ",74 m²,"133,78 tr/m²",N/A,N/A,"Q. 8, Tp. Hồ Chí Minh",12/10/2025
Tân phú hẻm 4m ngang 5m dài 11m nhà 2 tầng chỉ 5.2 tỷ,"5,2 tỷ",55 m²,"94,55 tr/m²",2,2,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
Siêu vị trí cực hiếm còn sót lại! Mặt tiền Nguyễn Trãi Bến Thành Q1. Ngang lớn khu xây cao quá Vip,100 tỷ,200 m²,500 tr/m²,4,4,"Q. 1, Tp. Hồ Chí Minh",12/10/2025
Villa 4tầng mới 100% đợi chủ mới khui seal với Hồ bơi sân vườn đắng cấp sứng tầm thượng lưu,Thương lượng,192 m²,N/A,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Gấp định cư ""9.8 tỷ giảm về 8.5 tỷ"" - Bán nhanh nhà 3 tầng 80m2 - P. 17 ngay ĐH Kinh Tế giáp Q. 1","8,59 tỷ",80 m²,"107,38 tr/m²",3,3,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
Hàng hiếm villa xanh góc 2 MT nội khu 100m ra Trần Não nơi giá trị sống và đầu tư song hành,Thương lượng,200 m²,N/A,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
Rẻ! Bán nhà mặt tiền cách Song Hành 100m DT 10x17m 170m2 - hầm 4 tầng - Nguyễn Quý Cảnh - Quận 2,55 tỷ,170 m²,"323,53 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán đất Mặt tiền Nguyễn Duy Trinh, Phú Hữu Quận 9 80m2",10 tỷ,130 m²,"76,92 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Nhà yên tĩnh hẻm 354/Lý Thường Kiệt, Q10-52m²,Sổ riêng,3tầng4pn Đang cho thuê 16tr nhỉnh 3tỷ6.GỌI E","3,6 tỷ",52 m²,"69,23 tr/m²",4,3,"Q. 10, Tp. Hồ Chí Minh",12/10/2025
[bhh - bình tân] - 72m2 (4.5x16) - 5pn - hẻm 6m - đúng 7 tỏi tl,7 tỷ,72 m²,"97,22 tr/m²",5,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà hẻm VIP HXH Tô Hiến Thành, P13, Q10 DT:5.5x19m, trệt, 4 lầu, Giá 23 tỷ TL",23 tỷ,105 m²,"219,05 tr/m²",N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",12/10/2025
"Nhà bán, hxh kinh dương vương, khu y tế kỹ thuật cao, 4x13.5m, sát tên lửa, ubnd quận chỉ 2p","5,75 tỷ",55 m²,"104,55 tr/m²",2,1,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
Nhận bảng giá 46 nền biệt thự Phú Nhuận 09/10/2025. Có vài nền mới ra TT giá từ 75tr/m2. Vị trí đẹp,"24,6 tỷ",300 m²,82 tr/m²,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán căn Cityland Garden Hill, Emart. DT: 5 x 20m, 6 x 21 m. Giá 18.5 tỷ","18,5 tỷ",100 m²,185 tr/m²,N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
Siêu phẩm biệt thự 266m nội khu Lương Định Của riêng tư an cư đẳng cấp kết nối mọi tuyến đường,Thương lượng,266 m²,N/A,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà góc 2 mt cư xá phú lâm b q6 (5,4x18) chỉ 9 tỷ",9 tỷ,98 m²,"91,84 tr/m²",N/A,N/A,"Q. 6, Tp. Hồ Chí Minh",12/10/2025
Mặt tiền MNB Lê Lâm cặp ngang 8m - vị trí đẹp Tân Phú . Liên hệ 0903070684,"17,8 tỷ",156 m²,"114,1 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",12/10/2025
"Biệt thự 270m2, bán gấp giá cực chất tại Trường Sơn, P4, Tân Bình, HCM",54 tỷ,270 m²,200 tr/m²,N/A,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán dãy trọ tại Nguyễn Văn Quá, dt 149,4 m2, giá 10,5 tỷ sổ hồng, xe hơi tận cửa","10,5 tỷ",149.4 m²,"70,28 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"Hàng đầu tư Tân Bình, nhỉnh 5 tỷ, 53m2 sổ vuông, hẻm oto thông cách đường chính 20m","5,99 tỷ",53 m²,"113,02 tr/m²",2,2,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Tác phẩm Thảo Điền- Villa ven sông SG, hồ bơi nước nặn, ko gian sống ấm cúng với nét hiện đại",Thương lượng,305 m²,N/A,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Bán Nhà Đẹp Q6 Hẻm Xe Hơi - Nhà 2,5 Tấm 3PN 3WC - Giá 5,3 tỷ","5,29 tỷ",37.5 m²,"141,07 tr/m²",3,3,"Q. 6, Tp. Hồ Chí Minh",12/10/2025
"Cần bán 2 căn liền kề khu Cityland Park Hills, nhà đường Số 3. Đang cho thuê 130tr/th",60 tỷ,200 m²,300 tr/m²,N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
"Căn bán nhà khu Cityland Center Hills Trần Thị Nghỉ, Phường 7, Gò Vấp",16 tỷ,100 m²,160 tr/m²,N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
"Mặt tiền Phan Văn Trị DT: 6x21m khu Citylan Garden Hills, Phường 5, Gò Vấp. Giá 40 tỷ",40 tỷ,126 m²,"317,46 tr/m²",N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
"Cần bán nhà trước công viên khu Cityland Center Hill, Trần Thị Nghỉ, Phường 7, Gò Vấp","17,5 tỷ",100 m²,175 tr/m²,5,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh","Cần bán nhà trước công viên khu Cityland Center Hill, Trần Thị Nghỉ, Phường 7, Gò Vấp"
"Bán đất mặt tiền Nguyễn Văn Quá DT 1032m2, tặng bản vẽ xd cao ốc văn phòng 9 lầu",90 tỷ,1.032 m²,"87,21 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà Nguyễn Văn Lượng Cityland Park Hills phường 10, Gò Vấp. Nhà hoàn thiện có thang máy",29 tỷ,100 m²,290 tr/m²,N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
Chỉ 40tr/m2 - Duy nhất - Duy Nhất ngay tại trung tâm Lê Văn Việt - Xây dựng 5 tầng - Hẻm ôtô thông,"13,2 tỷ",329.8 m²,"40,02 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Cần bán căn nhà góc 2 mặt khu Cityland Garden Emart, Phường 5, Gò Vấp DT: 8 x 20m","38,5 tỷ",160 m²,"240,63 tr/m²",N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
"Rẻ và duy nhất! Bán Nhà MTKD - hầm - 7 tầng, DT 11x25m - 275m2 - Trần Não - Quận 2 giá 99tỷ",99 tỷ,275 m²,360 tr/m²,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Chủ cần bán căn hộ chung cư Ngô Gia Tự, Quận 10, 60m2, 2pn, 2.6 tỷ","2,6 tỷ",60 m²,"43,33 tr/m²",2,N/A,"Q. 10, Tp. Hồ Chí Minh",12/10/2025
"Bán Nhà Hẻm 4m Đường Trường Chinh,Tân Bình,DT4,3x13m,2Tầng,2PN,Giá 6,2Tỷ.","6,2 tỷ",56 m²,"110,71 tr/m²",2,2,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Bán Gấp Nhà Lạc Long Quân , Ph 10, Tân Bình. TPHCM, 2.5tỷ TL","2,5 tỷ",17 m²,"147,06 tr/m²",2,2,"Q. Tân Bình, Tp. Hồ Chí Minh",12/10/2025
"Chủ kẹt tiền cần bán gấp nhà Lê Quang Định Bình Thạnh HCM.Giá 2ty5.DT 49m(4,5mx11m) hẻm oto","2,5 tỷ",49.5 m²,"50,51 tr/m²",3,2,"Q. Bình Thạnh, Tp. Hồ Chí Minh",12/10/2025
"Bán đất hẻm 274 Nguyễn Văn Tạo, 5x25m, hẻm xe hơi, sổ hồng riêng, giá 4.6 tỷ","4,6 tỷ",125 m²,"36,8 tr/m²",N/A,N/A,"H. Nhà Bè, Tp. Hồ Chí Minh",12/10/2025
( q.bình tân - p.bình trị đông b) đường số 7a khu tên lửal,"12,5 tỷ",100 m²,125 tr/m²,5,4,"Q. Bình Tân, Tp. Hồ Chí Minh",12/10/2025
"Bán nhà siêu vị trí MT Lê Thánh Tôn, Bến Nghé,Quận 1- 6x28m. 8 tầng+TM- HĐT: 380tr/th. Giá: 100 tỷ",100 tỷ,168 m²,"595,24 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",12/10/2025
Mặt tiền trước sau kinh doanh đường nội bộ khu Lê Văn Quới P bình hưng hòaA Bình Tân,"5,25 tỷ",51.5 m²,"101,94 tr/m²",4,3,"Q. Bình Tân, Tp. Hồ Chí Minh",Mặt tiền trước sau kinh doanh đường nội bộ khu Lê Văn Quới P bình hưng hòaA Bình Tân
"Bán nhà mặt tiền đường số-canh ngay nguyễn duy trinh q2-ngang 4,5m chỉ 9tỷ nhỉnh","9,9 tỷ",66 m²,150 tr/m²,5,4,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
Chính chủ cần bán nhanh 770m2 đất mặt tiền đường Nhị Bình 2 - HH 250t,"12,5 tỷ",770 m²,"16,23 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",12/10/2025
"Tòa CHDV Cao Cấp Nguyễn Văn Lượng, Q.Gò Vấp, 7.5x30, 5 Tầng, HĐT 185tr chỉ 26 tỷ",26 tỷ,150 m²,"173,33 tr/m²",N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",12/10/2025
"Bán đất 1565m2 tại An Phú, Q2, TPHCM giá rẻ 200 tỷ VND",200 tỷ,1.565 m²,"127,8 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"KDC Sở Văn Hóa Thông Tin, Phường Phú Hữu, Q9, Tp HCM còn 2 lô rẻ nhất giá chỉ 6.48 tỷ/ nền","6,48 tỷ",90 m²,72 tr/m²,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",12/10/2025
"Nhà / 1 sẹc Lê Văn Khương (Q12) TPHCM. DT: 3,5 x8m5 M. Kết cấu: 1 trệt 1 lầu, giá: 1 tỷ 680","1,68 tỷ",56 m²,30 tr/m²,2,2,"Q. 12, Tp. Hồ Chí Minh",12/10/2025
