Tiêu đề dự án,Giá,Diện tích,Giá/m²,Địa chỉ,Số phòng ngủ,Số phòng vệ sinh,Ngày đăng
"Bán lỗ thu hồi vốn căn 2PN Eco Green Sài Gòn 62m2, nhà mới, giá bán 4.3 tỷ, LH: 0946 867 ***","4,3 tỷ",62 m²,"69,36 tr/m²","Quận 7, Hồ Chí Minh",2,2,07/10/2025
Suất ngoại giao căn 2PN hướng Đông Nam siêu đẹp tại Happy One Sora - CK đến 190tr gọi Liễu ngay,"2,9 tỷ",59 m²,"49,14 tr/m²","Thủ Đức, Hồ Chí Minh",2,1,07/10/2025
"NHÀ MỚI Ở NGAY BÌNH LONG PHÚ THẠNH, TÂN PHÚ CHỈ 4.85 TỶ","4,85 tỷ",48 m²,"101,04 tr/m²","Tân Phú, Hồ Chí Minh",3,2,07/10/2025
"Cô Nhung bán gấp căn hẻm Nguyễn Hữu Trí đang cho thuê 25tr ngay Chợ Đệm, DT 140tr SHR",Giá thỏa thuận,140 m²,N/A,"Bình Chánh, Hồ Chí Minh",2,2,07/10/2025
"Chính chủ bán 2PN Hado Centrosa Quận 10, giá rẻ hơn thị trường 1 tỷ, giá rẻ đầu tư. LH: 0989 723 ***","8,8 tỷ",87 m²,"101,15 tr/m²","Quận 10, Hồ Chí Minh",2,2,07/10/2025
Giảm 100tr DT 4x14m (56m2) - đường xe hơi - nhà đúc 2 tầng 3PN - ngay Tân Kỳ Tân Quý - chỉ 4.x tỷ,"4,75 tỷ",56 m²,"84,82 tr/m²","Tân Phú, Hồ Chí Minh",3,2,07/10/2025
Siêu phẩm đất vàng mặt tiền Nguyễn Văn Quá - Chỉ có hơn 100tr/1m²,265 tỷ,2.631 m²,"100,72 tr/m²","Quận 12, Hồ Chí Minh",N/A,N/A,07/10/2025
"Hàng hiếm - nhà cấp 4 (8 x 18m) ngay D2, Phường 25, Bình Thạnh - hẻm 5m. Phù hợp xây CHDV","26,5 tỷ",144 m²,"184,03 tr/m²","Bình Thạnh, Hồ Chí Minh",N/A,1,07/10/2025
"Bán nhà (6x20m)120m2 gần bệnh viện, gần chợ Bình Chánh đang cho thuê 25 triệu",Giá thỏa thuận,120 m²,N/A,"Bình Chánh, Hồ Chí Minh",4,3,07/10/2025
Bán căn góc 100m2 (3PN + 3WC) căn góc (đã có sổ). LH: 0977 324 *** Mr Thọ xem nhà 24/24,"4,25 tỷ",100 m²,"42,5 tr/m²","Quận 9, Hồ Chí Minh",3,3,07/10/2025
"Bán Biệt Thự Song Lập Góc 2MT Đường V3 Khu Mahattan Grory Vinhomes Grand Park, 320m2 Bán 43 Tỷ",43 tỷ,318 m²,"135,22 tr/m²","Quận 9, Hồ Chí Minh",2,N/A,07/10/2025
"Bán nhà mặt phố tại Đường Số 42, Phường Bình Trưng Đông, Thủ Đức, TP.HCM, 22,5 tỷ, 276 m2","22,5 tỷ",276 m²,"81,52 tr/m²","Thủ Đức, Hồ Chí Minh",N/A,N/A,07/10/2025
Bán nhà 3 tầng góc 2 MT Ngô Tất Tố - Bình Thạnh - sẵn HĐT 70tr/tháng - 17 tỷ TL,17 tỷ,60 m²,"283,33 tr/m²","Bình Thạnh, Hồ Chí Minh",N/A,N/A,07/10/2025
"Một lô duy nhất vị trí đẹp đường 40 khu Tân Quy Đông, kinh doanh sầm uất giá 22 tỷ (TL) 0931 017 ***",22 tỷ,108 m²,"203,7 tr/m²","Quận 7, Hồ Chí Minh",N/A,N/A,07/10/2025
Chính chủ bán nhanh căn 73m2(2pn + 2wc) 3tỷ350. Tầng đẹp view thoáng. Đã có sổ. Hỗ trợ vay Bank,"3,35 tỷ",73 m²,"45,89 tr/m²","Quận 9, Hồ Chí Minh",2,2,07/10/2025
"Bán nhà mặt phố tại Đường Số 42, Phường Bình Trưng Đông, Thủ Đức, TP.HCM, 22,5 tỷ, 276 m2","22,5 tỷ",276 m²,"81,52 tr/m²","Thủ Đức, Hồ Chí Minh",N/A,N/A,07/10/2025
Bán nhà 3 tầng góc 2 MT Ngô Tất Tố - Bình Thạnh - sẵn HĐT 70tr/tháng - 17 tỷ TL,17 tỷ,60 m²,"283,33 tr/m²","Bình Thạnh, Hồ Chí Minh",N/A,N/A,07/10/2025
"Một lô duy nhất vị trí đẹp đường 40 khu Tân Quy Đông, kinh doanh sầm uất giá 22 tỷ (TL) 0931 017 ***",22 tỷ,108 m²,"203,7 tr/m²","Quận 7, Hồ Chí Minh",N/A,N/A,07/10/2025
Chính chủ bán nhanh căn 73m2(2pn + 2wc) 3tỷ350. Tầng đẹp view thoáng. Đã có sổ. Hỗ trợ vay Bank,"3,35 tỷ",73 m²,"45,89 tr/m²","Quận 9, Hồ Chí Minh",2,2,07/10/2025
"Kẹt tiền bán lỗ căn góc 2PN Kingdom 101 giá tốt rẻ Quận 10, giá 5.95 tỷ có sổ LH 0989 723 *** Mr Đin","5,95 tỷ",70 m²,85 tr/m²,"Quận 10, Hồ Chí Minh",2,2,07/10/2025
"BÁN NHÀ HẺM 5M ĐƯỜNG PHÚ THỌ, P.1, Q.11 - Giá 6,6 tỷ","6,6 tỷ",49 m²,"134,69 tr/m²","Quận 11, Hồ Chí Minh",4,3,07/10/2025
"Chính chủ bán nhanh căn 65m2(1pn + 1, 1wc) tầng view đẹp. Đã có sổ. LH: 0977 324 *** Mr thọ xem nhà","2,75 tỷ",65 m²,"42,31 tr/m²","Quận 9, Hồ Chí Minh",2,1,07/10/2025
"Bán nhà góc 2 mặt tiền Quang Trung, P. 12, Q. Gò Vấp, dt 12,5x46m lớn siêu hiếm, vị trí vàng, 125tỷ",125 tỷ,839 m²,"148,99 tr/m²","Gò Vấp, Hồ Chí Minh",6,6,07/10/2025
"CẦN BÁN CĂN HỘ CHUNG CƯ SAI GON SOUTH-VIEW SÔNG, NHÀ BÈ - 71M2, 2PN, 2WC","5,98 tỷ",71 m²,"84,22 tr/m²","Nhà Bè, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà siêu đẹp 163 Thành Thái, P14, Q10, 80m2 - HĐ thuê 28 tr/th - sổ hồng riêng",Giá thỏa thuận,80 m²,N/A,"Quận 10, Hồ Chí Minh",4,5,07/10/2025
"Bán gấp căn hộ Sunshine Sky City 2PN - 2WC 70m2 3tỷ7 thương lượng văn phòng đa năng, view đẹp","3,7 tỷ",70 m²,"52,86 tr/m²","Quận 7, Hồ Chí Minh",2,2,07/10/2025
Bán đất đường An Phú Đông 03. DT: 272m2 đường xe hơi 6m gần sông Sài Gòn giá 8 tỷ TL,8 tỷ,272 m²,"29,41 tr/m²","Quận 12, Hồ Chí Minh",N/A,N/A,07/10/2025
"Chủ kẹt tiền cần bán lỗ căn hộ Kingdom101, 73m2, full nội thất giá siêu rẻ. LH: 0989 723 *** - Mr Đin","6,3 tỷ",73 m²,"86,3 tr/m²","Quận 10, Hồ Chí Minh",2,2,07/10/2025
"Chú Mỹ gửi bán gấp căn nhà Lê Văn Duyệt, P1, Bình Thạnh. DT: 60m2",Giá thỏa thuận,65 m²,N/A,"Bình Thạnh, Hồ Chí Minh",3,3,07/10/2025
"Giảm 3 tỷ nhà mặt tiền đường Âu Dương Lân, Quận 8. Ngay BV Phục Hồi Chức Năng. Vị trí kinh doanh","22,5 tỷ","129,2 m²","174,15 tr/m²","Quận 8, Hồ Chí Minh",5,2,07/10/2025
"Bán gấp nhà Quách Văn Tuấn, Tân Bình, 4 tỷ 390, Nhà riêng 4PN + 4WC, 2 tầng, diện tích 70m2.","4,39 tỷ",70 m²,"62,71 tr/m²","Tân Bình, Hồ Chí Minh",4,4,07/10/2025
"Chính chủ cần bán gấp căn hộ 100m2 Golden Mansion 3PN 2WC nhà trống giá 6,2 tỷ 0902 202 ***","6,2 tỷ",100 m²,62 tr/m²,"Phú Nhuận, Hồ Chí Minh",3,2,07/10/2025
Chính chủ cần bán lô đất mặt tiền đường Phạm Hùng KDC Đại Phúc vị trí đẹp giá 125tr/m LH 0931 017 ***,"12,5 tỷ",100 m²,125 tr/m²,"Bình Chánh, Hồ Chí Minh",N/A,N/A,07/10/2025
Bán nhanh căn duplex 115m2(3PN + 3WC) có sân vườn. Ngay Q9 liền kề Q2. LH 0977 324 ***,"4,25 tỷ",115 m²,"36,96 tr/m²","Quận 9, Hồ Chí Minh",3,3,07/10/2025
"Hàng hiếm đất HXH ngang 5.4m KDC đẹp Tăng Nhơn Phú B, 5,6 tỷ, 80m2, nhiều tiện ích hấp dẫn","5,6 tỷ",80 m²,70 tr/m²,"Quận 9, Hồ Chí Minh",N/A,N/A,07/10/2025
"Chính chủ cần bán gấp căn hộ 100m2 Golden Mansion 3PN 2WC nhà trống giá 6,2 tỷ 0902 202 ***","6,2 tỷ",100 m²,62 tr/m²,"Phú Nhuận, Hồ Chí Minh",3,2,07/10/2025
Chính chủ cần bán lô đất mặt tiền đường Phạm Hùng KDC Đại Phúc vị trí đẹp giá 125tr/m LH 0931 017 ***,"12,5 tỷ",100 m²,125 tr/m²,"Bình Chánh, Hồ Chí Minh",N/A,N/A,07/10/2025
Bán nhanh căn duplex 115m2(3PN + 3WC) có sân vườn. Ngay Q9 liền kề Q2. LH 0977 324 ***,"4,25 tỷ",115 m²,"36,96 tr/m²","Quận 9, Hồ Chí Minh",3,3,07/10/2025
"Hàng hiếm đất HXH ngang 5.4m KDC đẹp Tăng Nhơn Phú B, 5,6 tỷ, 80m2, nhiều tiện ích hấp dẫn","5,6 tỷ",80 m²,70 tr/m²,"Quận 9, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán lô đất 1039m2 có sẵn 959m2 thổ cư mặt tiền đường Vườn Lài, phường An Phú Đông, Quận 12, HCM",70 tỷ,1.039 m²,"67,37 tr/m²","Quận 12, Hồ Chí Minh",N/A,N/A,07/10/2025
Bán gấp căn nhà 1 trệt 2 lầu mặt tiền kinh doanh Đường Hồ Bá Phấn 11 tỷ,11 tỷ,80 m²,"137,5 tr/m²","Quận 9, Hồ Chí Minh",4,3,07/10/2025
"Nguyễn Văn Đậu, Bình Thạnh 100m2, 8.89tỷ, ngang khủng 13m, biệt thự mini 2 tầng BTCT mới đẹp ở ngay","8,89 tỷ",100 m²,"88,9 tr/m²","Bình Thạnh, Hồ Chí Minh",3,3,07/10/2025
"Bán nhà riêng tại Nguyễn Trãi, 20 tỷ, 123m2, view đẹp, 2 tầng, nội thất đầy đủ",20 tỷ,123 m²,"162,6 tr/m²","Quận 1, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán căn hộ Q9 kế Q2 (Đã có sổ). 65m2(1pn+1) 2tỷ650, 73m2(2pn+2wc) 3tỷ350, 99m2(3pn+3wc) 4tỷ050","2,65 tỷ",65 m²,"40,77 tr/m²","Quận 9, Hồ Chí Minh",2,1,07/10/2025
HXH 1 SẸC VÀO NHÀ MỚI ĐẸP Ở NGAY-TẶNG NỘI THẤT-KHU PHÂN LÔ-61M2-4TẦNG-4PN-5WC-LÊ VĂN THỌ GV-7TỶ5 TL,"7,5 tỷ",61 m²,"122,95 tr/m²","Gò Vấp, Hồ Chí Minh",4,5,07/10/2025
"Bán nhanh đất nền 57m trục 10m đường số 1 Long Trường Quận 9 giá 3,2 tỷ","3,2 tỷ",57 m²,"56,14 tr/m²","Quận 9, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà mặt tiền Nguyễn Văn Đậu hầm 5 tầng kiên cố, thang máy, full nội thất, 4.5x18m giá 22.9tỷ TL",23 tỷ,88 m²,"261,36 tr/m²","Bình Thạnh, Hồ Chí Minh",8,10,07/10/2025
"Bán căn hộ 2PN Vinhomes Tân Cảng view thoáng siêu đẹp, sẵn sổ hồng, giá tốt còn thương lượng","8,3 tỷ",77 m²,"107,79 tr/m²","Bình Thạnh, Hồ Chí Minh",2,2,07/10/2025
CHỦ NGỘP BANK CẦN BÁN NHÀ MẶT TIỀN ĐƯỜNG TẢN ĐÀ QUẬN 5,50 tỷ,152 m²,"328,95 tr/m²","Quận 5, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán CH Ricca Q9 kế Q2. Nhà mới bàn giao 1/2022 (Đã có sổ) (1PN + 1,1WC) giá: (2tỷ350)","2,35 tỷ",57 m²,"41,23 tr/m²","Quận 9, Hồ Chí Minh",2,1,07/10/2025
"Cực khan hiếm! Bán nhà xây tâm huyết ngay Bình Lợi, Bình Thạnh (5x20m)4 tầng, giá rẻ 12.5 tỷ TL","12,5 tỷ",100 m²,125 tr/m²,"Bình Thạnh, Hồ Chí Minh",4,5,07/10/2025
"Bán đất (348m2 giá 1,9 tỷ) 1 sẹc QL22 ngay KCN Tây Bắc Củ Chi sát bệnh viện","1,9 tỷ",348 m²,"5,46 tr/m²","Củ Chi, Hồ Chí Minh",N/A,N/A,07/10/2025
"Cần bánh nhanh nhà HXH 5m Nguyễn Công Trứ, P 19, Bình Thạnh, DT 45m2, giá 3 tỷ 600, sổ hồng riêng","3,6 tỷ",45 m²,80 tr/m²,"Bình Thạnh, Hồ Chí Minh",3,4,07/10/2025
TUYỆT PHẨM ĐẦU TƯ: MT Nguyễn Thành Ý Q1 - Xây Dựng 7 Tầng - Giá 17 Tỷ - Đẳng Cấp & Khác Biệt,17 tỷ,"40,3 m²","421,84 tr/m²","Quận 1, Hồ Chí Minh",1,1,07/10/2025
Cắt lỗ 100tr bán gấp căn hộ 70m2 (2PN + 2WC) căn góc đẹp nhất dự án. LH: 0977 324 *** Mr Thọ,"3,35 tỷ",70 m²,"47,86 tr/m²","Quận 9, Hồ Chí Minh",2,2,07/10/2025
"Bán CH Ricca Q9 kế Q2. Nhà mới bàn giao 1/2022 (Đã có sổ) (1PN + 1,1WC) giá: (2tỷ350)","2,35 tỷ",57 m²,"41,23 tr/m²","Quận 9, Hồ Chí Minh",2,1,07/10/2025
"Cực khan hiếm! Bán nhà xây tâm huyết ngay Bình Lợi, Bình Thạnh (5x20m)4 tầng, giá rẻ 12.5 tỷ TL","12,5 tỷ",100 m²,125 tr/m²,"Bình Thạnh, Hồ Chí Minh",4,5,07/10/2025
"Bán đất (348m2 giá 1,9 tỷ) 1 sẹc QL22 ngay KCN Tây Bắc Củ Chi sát bệnh viện","1,9 tỷ",348 m²,"5,46 tr/m²","Củ Chi, Hồ Chí Minh",N/A,N/A,07/10/2025
"Cần bánh nhanh nhà HXH 5m Nguyễn Công Trứ, P 19, Bình Thạnh, DT 45m2, giá 3 tỷ 600, sổ hồng riêng","3,6 tỷ",45 m²,80 tr/m²,"Bình Thạnh, Hồ Chí Minh",3,4,07/10/2025
TUYỆT PHẨM ĐẦU TƯ: MT Nguyễn Thành Ý Q1 - Xây Dựng 7 Tầng - Giá 17 Tỷ - Đẳng Cấp & Khác Biệt,17 tỷ,"40,3 m²","421,84 tr/m²","Quận 1, Hồ Chí Minh",1,1,07/10/2025
Cắt lỗ 100tr bán gấp căn hộ 70m2 (2PN + 2WC) căn góc đẹp nhất dự án. LH: 0977 324 *** Mr Thọ,"3,35 tỷ",70 m²,"47,86 tr/m²","Quận 9, Hồ Chí Minh",2,2,07/10/2025
"Rẻ nhất khu vực với căn biệt thự góc 200m2, ngay CV 1 trệt, 3 lầu, sổ hồng giá chỉ 19 tỷ 0931 017 ***",19 tỷ,200 m²,95 tr/m²,"Bình Chánh, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà mặt phố đẹp tại Đường Dương Quảng Hàm, Gò Vấp, 17,5 tỷ, 91m2, nhiều tiện ích","17,5 tỷ",91 m²,"192,31 tr/m²","Gò Vấp, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán Eco Green giá 5.1 tỷ 2PN. Đã có sổ, phù hợp nhiều nhu cầu sử dụng. LH: 0911 850 ***","5,1 tỷ",65 m²,"78,46 tr/m²","Quận 7, Hồ Chí Minh",2,2,07/10/2025
"Chính chủ bán nhanh lô (6 x 22 giá 1,8 tỷ) ngay 1 sẹt tỉnh lộ 2 xã Tân Phú Trung","1,8 tỷ",135 m²,"13,33 tr/m²","Củ Chi, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà mặt tiền kinh doanh đường Số 24, BHH A, quận Bình Tân, đường 6m xe tải, khu đẹp nhà lầu","4,3 tỷ",48 m²,"89,58 tr/m²","Bình Tân, Hồ Chí Minh",2,2,07/10/2025
"Bán nhà phố 3 tầng đẹp, HXH Võ Duy Ninh, P. 22, Bình Thạnh giáp Quận 1,DT 45m², 7.3 tỷ TL chính chủ","7,3 tỷ",45 m²,"162,22 tr/m²","Bình Thạnh, Hồ Chí Minh",4,3,07/10/2025
"Nhà mới 2 tầng 4PN 4WC - sổ 65,5 m2 - Nguyễn Tất Thành. Giá 4,8 tỷ","4,8 tỷ","65,5 m²","73,28 tr/m²","Quận 4, Hồ Chí Minh",4,4,07/10/2025
"Tôi cần bán nhanh nhà Quận 10 - Thành Thái - 3 tầng, cho thuê 230 tr/năm, sân để ô tô chỉ 7,8 tỷ","7,8 tỷ",36 m²,"216,67 tr/m²","Quận 10, Hồ Chí Minh",3,N/A,07/10/2025
"Khan hiếm- 2pn 2wc-69m2 bán 2t220 - Đang có hợp đồng thuê- nhà to- đủ công năng, ban công- K vay","2,22 tỷ",69 m²,"32,17 tr/m²","Bình Chánh, Hồ Chí Minh",2,2,07/10/2025
"Nhà riêng 3 tầng, 16m2, 4,7 tỷ, view đẹp tại Duy Tân, Phú Nhuận, TP.HCM","4,7 tỷ",16 m²,"293,75 tr/m²","Phú Nhuận, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà góc 2 mặt tiền cực hiếm Lê Đức Thọ, Gò Vấp, 6 tầng, thang máy, thuê khoán 41tr/th, 17,5t TL","17,5 tỷ",88 m²,"198,86 tr/m²","Gò Vấp, Hồ Chí Minh",11,12,07/10/2025
"Bán biệt thự khu Cao Lỗ P4 Q8 siêu đẹp, nội thất cao cấp. Thửa đất cực đẹp (8m x 20m)",24 tỷ,160 m²,150 tr/m²,"Quận 8, Hồ Chí Minh",5,5,07/10/2025
"Bán nhà mặt tiền Trần Khắc Chân, Tân Định, Quận 1, DT: 8x23 hầm, 8 tầng, 139 tỷ thương lượng",139 tỷ,"187,6 m²","740,94 tr/m²","Quận 1, Hồ Chí Minh",N/A,N/A,07/10/2025
HOT_FUll Nội Thất Vào Ở ngay- Khu làng đại học _ 80m2- 2 Phòng Ngủ 2 Nhà vệ sinh- hỗ trợ vay NH,"2,55 tỷ",80 m²,"31,88 tr/m²","Bình Chánh, Hồ Chí Minh",2,2,07/10/2025
"Bán nhà mặt tiền kinh doanh đường Số 24, BHH A, quận Bình Tân, đường 6m xe tải, khu đẹp nhà lầu","4,3 tỷ",48 m²,"89,58 tr/m²","Bình Tân, Hồ Chí Minh",2,2,07/10/2025
"Bán nhà phố 3 tầng đẹp, HXH Võ Duy Ninh, P. 22, Bình Thạnh giáp Quận 1,DT 45m², 7.3 tỷ TL chính chủ","7,3 tỷ",45 m²,"162,22 tr/m²","Bình Thạnh, Hồ Chí Minh",4,3,07/10/2025
"Nhà mới 2 tầng 4PN 4WC - sổ 65,5 m2 - Nguyễn Tất Thành. Giá 4,8 tỷ","4,8 tỷ","65,5 m²","73,28 tr/m²","Quận 4, Hồ Chí Minh",4,4,07/10/2025
"Tôi cần bán nhanh nhà Quận 10 - Thành Thái - 3 tầng, cho thuê 230 tr/năm, sân để ô tô chỉ 7,8 tỷ","7,8 tỷ",36 m²,"216,67 tr/m²","Quận 10, Hồ Chí Minh",3,N/A,07/10/2025
"Khan hiếm- 2pn 2wc-69m2 bán 2t220 - Đang có hợp đồng thuê- nhà to- đủ công năng, ban công- K vay","2,22 tỷ",69 m²,"32,17 tr/m²","Bình Chánh, Hồ Chí Minh",2,2,07/10/2025
"Nhà riêng 3 tầng, 16m2, 4,7 tỷ, view đẹp tại Duy Tân, Phú Nhuận, TP.HCM","4,7 tỷ",16 m²,"293,75 tr/m²","Phú Nhuận, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà góc 2 mặt tiền cực hiếm Lê Đức Thọ, Gò Vấp, 6 tầng, thang máy, thuê khoán 41tr/th, 17,5t TL","17,5 tỷ",88 m²,"198,86 tr/m²","Gò Vấp, Hồ Chí Minh",11,12,07/10/2025
"Bán biệt thự khu Cao Lỗ P4 Q8 siêu đẹp, nội thất cao cấp. Thửa đất cực đẹp (8m x 20m)",24 tỷ,160 m²,150 tr/m²,"Quận 8, Hồ Chí Minh",5,5,07/10/2025
"Bán nhà mặt tiền Trần Khắc Chân, Tân Định, Quận 1, DT: 8x23 hầm, 8 tầng, 139 tỷ thương lượng",139 tỷ,"187,6 m²","740,94 tr/m²","Quận 1, Hồ Chí Minh",N/A,N/A,07/10/2025
HOT_FUll Nội Thất Vào Ở ngay- Khu làng đại học _ 80m2- 2 Phòng Ngủ 2 Nhà vệ sinh- hỗ trợ vay NH,"2,55 tỷ",80 m²,"31,88 tr/m²","Bình Chánh, Hồ Chí Minh",2,2,07/10/2025
"Bán nhà 5 tầng kiên cố MT Võ Văn Ngân 10x20m=200m2 công nhận, giá 38 tỷ. HĐ thuê 130 triệu/tháng",38 tỷ,200 m²,190 tr/m²,"Thủ Đức, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà riêng tại Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh, giá cực chất 2,8 tỷ, 22 m2","2,8 tỷ",22 m²,"127,27 tr/m²","Gò Vấp, Hồ Chí Minh",2,2,07/10/2025
"Còn đúng 01 căn Vinhomes Central Park giá mềm chỉ 5.3 tỷ thương lượng, có sổ, view LM81 rất đẹp","5,3 tỷ",36 m²,"147,22 tr/m²","Bình Thạnh, Hồ Chí Minh",1,1,07/10/2025
"Chỉ còn 1 căn duy nhất khu HL 6A. DT 100m2 ngay công viên, đường lớn, sổ hồng 17,8 tỷ lh 0931 017 ***","17,8 tỷ",100 m²,178 tr/m²,"Bình Chánh, Hồ Chí Minh",4,N/A,07/10/2025
"Bán Lỗ CH 2PN 2WC Sunrise Riverside giá 4.5 tỷ - kênh đầu tư an toàn, cho thuê tốt, thanh khoản cao","4,5 tỷ",70 m²,"64,29 tr/m²","Nhà Bè, Hồ Chí Minh",2,2,07/10/2025
"Hot, Penthouse mới | 110,8m2+15m2 sân vườn| Quận 8| sổ sẵn sang tên ngay| Hỗ trợ vay NH|Xem nhà 24h","4,6 tỷ","110,8 m²","41,52 tr/m²","Quận 8, Hồ Chí Minh",3,2,07/10/2025
Cập nhật giỏ hàng tất cả các nền đang bán chuyển nhượng tại KDC Số 1 tháng 10/2025. Giá từ 96tr/m2,"13,5 tỷ",100 m²,135 tr/m²,"Quận 2, Hồ Chí Minh",N/A,N/A,07/10/2025
"Hot. Nền 2 tỷ 7, sổ hồng riêng |5x10m | Vừa túi tiền, ngay Chợ Đệm, ủy ban nhân dân, trường học","2,7 tỷ",50 m²,54 tr/m²,"Bình Chánh, Hồ Chí Minh",N/A,N/A,07/10/2025
Bán nhà có sân rộng đậu được xe ô tô 7 chỗ đường Âu Dương Lân Q8. Gần ngay mặt tiền đường,11 tỷ,"102,1 m²","107,73 tr/m²","Quận 8, Hồ Chí Minh",4,4,07/10/2025
"Bán gấp căn hộ 98m2 Orchard Garden 3PN 2WC nội thất cao cấp giá 7,5 tỷ 0902 202 ***","7,5 tỷ",98 m²,"76,53 tr/m²","Phú Nhuận, Hồ Chí Minh",3,2,07/10/2025
"Bán nhà riêng tại Quang Trung, Phường 10, Gò Vấp, Hồ Chí Minh, giá cực chất 2,8 tỷ, 22 m2","2,8 tỷ",22 m²,"127,27 tr/m²","Gò Vấp, Hồ Chí Minh",2,2,07/10/2025
"Còn đúng 01 căn Vinhomes Central Park giá mềm chỉ 5.3 tỷ thương lượng, có sổ, view LM81 rất đẹp","5,3 tỷ",36 m²,"147,22 tr/m²","Bình Thạnh, Hồ Chí Minh",1,1,07/10/2025
"Chỉ còn 1 căn duy nhất khu HL 6A. DT 100m2 ngay công viên, đường lớn, sổ hồng 17,8 tỷ lh 0931 017 ***","17,8 tỷ",100 m²,178 tr/m²,"Bình Chánh, Hồ Chí Minh",4,N/A,07/10/2025
"Bán Lỗ CH 2PN 2WC Sunrise Riverside giá 4.5 tỷ - kênh đầu tư an toàn, cho thuê tốt, thanh khoản cao","4,5 tỷ",70 m²,"64,29 tr/m²","Nhà Bè, Hồ Chí Minh",2,2,07/10/2025
"Hot, Penthouse mới | 110,8m2+15m2 sân vườn| Quận 8| sổ sẵn sang tên ngay| Hỗ trợ vay NH|Xem nhà 24h","4,6 tỷ","110,8 m²","41,52 tr/m²","Quận 8, Hồ Chí Minh",3,2,07/10/2025
Cập nhật giỏ hàng tất cả các nền đang bán chuyển nhượng tại KDC Số 1 tháng 10/2025. Giá từ 96tr/m2,"13,5 tỷ",100 m²,135 tr/m²,"Quận 2, Hồ Chí Minh",N/A,N/A,07/10/2025
"Hot. Nền 2 tỷ 7, sổ hồng riêng |5x10m | Vừa túi tiền, ngay Chợ Đệm, ủy ban nhân dân, trường học","2,7 tỷ",50 m²,54 tr/m²,"Bình Chánh, Hồ Chí Minh",N/A,N/A,07/10/2025
Bán nhà có sân rộng đậu được xe ô tô 7 chỗ đường Âu Dương Lân Q8. Gần ngay mặt tiền đường,11 tỷ,"102,1 m²","107,73 tr/m²","Quận 8, Hồ Chí Minh",4,4,07/10/2025
"Bán gấp căn hộ 98m2 Orchard Garden 3PN 2WC nội thất cao cấp giá 7,5 tỷ 0902 202 ***","7,5 tỷ",98 m²,"76,53 tr/m²","Phú Nhuận, Hồ Chí Minh",3,2,07/10/2025
"Chuyển Nhượng Căn góc 50m2 View Cực đẹp , Full kính",3 tỷ,50 m²,60 tr/m²,"Quận 7, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán gấp tòa nhà MT Trần Khắc Chân P. Tân Định, Quận 1 (8x23m) hầm 8 lầu gía 140 tỷ TL",140 tỷ,"187,6 m²","746,27 tr/m²","Quận 1, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán Nhà Huỳnh Tấn Phát, 3,25 tỷ, 40m2, 3PN, mặt tiền rộng, TT NB","3,25 tỷ",40 m²,"81,25 tr/m²","Nhà Bè, Hồ Chí Minh",3,2,07/10/2025
Căn hộ chung cư cao cấp quận Gò Vấp,"2,2 tỷ",40 m²,55 tr/m²,"Gò Vấp, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán biệt thự liền kề view công viên KDC Sadeco Ven Sông P. Tân Phong, Quận 7 126m2 giá 23 tỷ",23 tỷ,126 m²,"182,54 tr/m²","Quận 7, Hồ Chí Minh",N/A,N/A,07/10/2025
Định giá chuyên sâu & giỏ hàng đặc quyền giới hạn Vinhomes Green Paradise,28 tỷ,120 m²,"233,33 tr/m²","Cần Giờ, Hồ Chí Minh",N/A,N/A,07/10/2025
Sót 1 lô đất hiếm-Đẹp-Ngay Bệnh Viện Lớn Nhất Thủ Đức-Đường Lê Văn Chí-Khu Đồng Bộ-58m2-5tỷ3,"5,3 tỷ","58,5 m²","90,6 tr/m²","Thủ Đức, Hồ Chí Minh",N/A,N/A,07/10/2025
"Nhà 3 tầng mt đg Kinh doanh sát Đỗ Xuân Hợp 100m (4.6x22), 10.6 tỷ, Phước Long B, Q9","10,6 tỷ",100 m²,106 tr/m²,"Quận 9, Hồ Chí Minh",N/A,N/A,07/10/2025
"Cần bán căn góc 2PN - 2WC, 75m2 Akari Phase 1 - Nhận nhà ngay, full nội thất, có sổ hồng","3,7 tỷ",75 m²,"49,33 tr/m²","Bình Tân, Hồ Chí Minh",2,2,07/10/2025
"Nhà 5x20m Huỳnh Tấn Phát, Phú Xuân, Nhà Bè, giá chỉ 3.5 tỷ","3,5 tỷ",100 m²,35 tr/m²,"Nhà Bè, Hồ Chí Minh",1,1,07/10/2025
